BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-07-25;85:146:423478-02016-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;26;B;False;False;8507180;Thun, Bahnhof;2024-07-25 05:54:00;2024-07-25 05:55:18;REAL;;;;False;1.3
2024-07-25;85:146:470843-02016-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-07-25 05:54:00;2024-07-25 05:54:14;REAL;25.07.2024 05:59;25.07.2024 05:59:12;REAL;False;0.23333333333333334
2024-07-25;85:146:424140-02016-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;47;B;False;False;8507180;Thun, Bahnhof;2024-07-25 05:54:00;2024-07-25 05:54:41;REAL;;;;False;0.6833333333333333
2024-07-25;85:146:44291-02016-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-07-25 05:54:00;2024-07-25 05:55:08;REAL;;;;False;1.1333333333333333
2024-07-25;85:146:43900-02016-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;33;B;False;False;8507180;Thun, Bahnhof;2024-07-25 05:54:00;2024-07-25 05:55:20;REAL;;;;False;1.3333333333333333
2024-07-25;85:146:470911-02016-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:06:00;2024-07-25 06:06:16;REAL;25.07.2024 06:09;25.07.2024 06:10:05;REAL;False;0.26666666666666666
2024-07-25;85:146:387099-02016-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;46;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:24:00;2024-07-25 06:24:18;REAL;;;;False;0.3
2024-07-25;85:146:43966-02016-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;35;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:27:00;2024-07-25 06:27:48;REAL;;;;False;0.8
2024-07-25;85:146:470894-02016-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:46:00;2024-07-25 06:46:20;REAL;25.07.2024 06:49;25.07.2024 06:49:34;REAL;False;0.3333333333333333
2024-07-25;85:146:424695-02016-1;85:146;STI;STI Bus AG;Bus;85:146:32;32;90;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:53:00;2024-07-25 06:53:04;REAL;;;;False;0.06666666666666667
2024-07-25;85:146:387014-02016-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;33;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:54:00;2024-07-25 06:55:14;REAL;;;;False;1.2333333333333334
2024-07-25;85:146:45043-02016-1;85:146;STI;STI Bus AG;Bus;85:146:25;25;66;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:54:00;2024-07-25 06:54:13;REAL;;;;False;0.21666666666666667
2024-07-25;85:146:377004-02016-1;85:146;STI;STI Bus AG;Bus;85:146:2;2;25;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:55:00;2024-07-25 06:55:20;REAL;;;;False;0.3333333333333333
2024-07-25;85:146:470959-02016-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;19;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:56:00;2024-07-25 06:57:52;REAL;;;;False;1.8666666666666667
2024-07-25;85:146:470933-02016-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;17;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:56:00;2024-07-25 06:58:43;REAL;25.07.2024 06:59;25.07.2024 06:59:47;REAL;False;2.716666666666667
2024-07-25;85:146:322195-02016-1;85:146;STI;STI Bus AG;Bus;85:146:55;55;29;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:57:00;2024-07-25 06:59:07;REAL;;;;False;2.1166666666666667
2024-07-25;85:146:413262-02016-1;85:146;STI;STI Bus AG;Bus;85:146:2;2;27;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:57:00;2024-07-25 06:57:54;REAL;;;;False;0.9
2024-07-25;85:146:423480-02016-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;26;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:57:00;2024-07-25 06:57:17;REAL;;;;False;0.2833333333333333
2024-07-25;85:146:387104-02016-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;56;B;False;False;8507180;Thun, Bahnhof;2024-07-25 06:57:00;2024-07-25 06:58:41;REAL;25.07.2024 07:00;25.07.2024 07:00:21;REAL;False;1.6833333333333333
2024-07-25;85:146:470844-02016-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-07-25 07:06:00;2024-07-25 07:06:19;REAL;25.07.2024 07:09;25.07.2024 07:09:09;REAL;False;0.31666666666666665
2024-07-25;85:146:387087-02016-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;45;B;False;False;8507180;Thun, Bahnhof;2024-07-25 07:07:00;2024-07-25 07:07:03;REAL;25.07.2024 07:10;25.07.2024 07:10:38;REAL;False;0.05
2024-07-25;85:146:44464-02016-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;46;B;False;False;8507180;Thun, Bahnhof;2024-07-25 07:12:00;2024-07-25 07:12:14;REAL;;;;False;0.23333333333333334
2024-07-25;85:146:423979-02016-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-07-25 07:15:00;2024-07-25 07:15:06;REAL;;;;False;0.1
