BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-07-13;85:146:161691-02207-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-07-13 05:54:00;2024-07-13 05:54:23;REAL;;;;False;0.38333333333333336
2024-07-13;85:146:436932-02207-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;22;B;False;False;8507180;Thun, Bahnhof;2024-07-13 05:54:00;2024-07-13 05:54:11;REAL;;;;False;0.18333333333333332
2024-07-13;85:146:262612-02207-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-07-13 05:54:00;2024-07-13 05:54:16;REAL;13.07.2024 06:00;13.07.2024 06:00:19;REAL;False;0.26666666666666666
2024-07-13;85:146:437373-02207-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-07-13 05:54:00;2024-07-13 05:54:42;REAL;;;;False;0.7
2024-07-13;85:146:262802-02207-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-07-13 05:54:00;2024-07-13 05:55:11;REAL;13.07.2024 06:00;13.07.2024 06:00:34;REAL;False;1.1833333333333333
2024-07-13;85:146:437377-02207-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-07-13 06:52:00;2024-07-13 06:52:34;REAL;;;;False;0.5666666666666667
2024-07-13;85:146:168042-02207-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-07-13 06:52:00;2024-07-13 06:52:52;REAL;;;;False;0.8666666666666667
2024-07-13;85:146:262598-02207-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;12;B;False;False;8507180;Thun, Bahnhof;2024-07-13 06:57:00;2024-07-13 06:57:10;REAL;13.07.2024 07:00;13.07.2024 07:00:26;REAL;False;0.16666666666666666
2024-07-13;85:146:263771-02207-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;44;B;False;False;8507180;Thun, Bahnhof;2024-07-13 06:57:00;2024-07-13 06:57:37;REAL;13.07.2024 07:00;13.07.2024 07:01:21;REAL;False;0.6166666666666667
2024-07-13;85:146:437035-02207-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;24;B;False;False;8507180;Thun, Bahnhof;2024-07-13 06:58:00;2024-07-13 06:58:13;REAL;;;;False;0.21666666666666667
