BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-07-15;85:146:470563-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-07-15 05:54:00;2024-07-15 05:54:14;REAL;15.07.2024 05:59;15.07.2024 05:59:25;REAL;False;0.23333333333333334
2024-07-15;85:146:41500-02214-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;33;B;False;False;8507180;Thun, Bahnhof;2024-07-15 05:54:00;2024-07-15 05:54:35;REAL;;;;False;0.5833333333333334
2024-07-15;85:146:427316-02214-1;85:146;STI;STI Bus AG;Bus;85:146:2;2;22;B;False;False;8507180;Thun, Bahnhof;2024-07-15 05:54:00;2024-07-15 05:54:46;REAL;;;;False;0.7666666666666667
2024-07-15;85:146:41889-02214-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-07-15 05:54:00;2024-07-15 05:55:37;REAL;;;;False;1.6166666666666667
2024-07-15;85:146:417856-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;47;B;False;False;8507180;Thun, Bahnhof;2024-07-15 05:54:00;2024-07-15 05:54:30;REAL;;;;False;0.5
2024-07-15;85:146:470629-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:06:00;2024-07-15 06:06:02;REAL;15.07.2024 06:09;15.07.2024 06:09:25;REAL;False;0.03333333333333333
2024-07-15;85:146:417745-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:25:00;2024-07-15 06:25:40;REAL;;;;False;0.6666666666666666
2024-07-15;85:146:454341-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;17;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:26:00;2024-07-15 06:27:26;REAL;15.07.2024 06:29;15.07.2024 06:29:16;REAL;False;1.4333333333333333
2024-07-15;85:146:41566-02214-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;35;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:27:00;2024-07-15 06:27:36;REAL;;;;False;0.6
2024-07-15;85:146:470640-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;16;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:36:00;2024-07-15 06:36:18;REAL;15.07.2024 06:39;15.07.2024 06:39:31;REAL;False;0.3
2024-07-15;85:146:454261-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:36:00;2024-07-15 06:36:18;REAL;15.07.2024 06:39;15.07.2024 06:39:27;REAL;False;0.3
2024-07-15;85:146:417860-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;47;B;False;False;8507180;Thun, Bahnhof;2024-07-15 06:45:00;2024-07-15 06:45:21;REAL;;;;False;0.35
