BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-07-20;85:146:249097-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-07-20 05:54:00;2024-07-20 05:54:50;REAL;20.07.2024 06:00;20.07.2024 06:00:31;REAL;False;0.8333333333333334
2024-07-20;85:146:443736-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;22;B;False;False;8507180;Thun, Bahnhof;2024-07-20 05:54:00;2024-07-20 05:54:59;REAL;;;;False;0.9833333333333333
2024-07-20;85:146:248955-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-07-20 05:54:00;2024-07-20 05:54:14;REAL;20.07.2024 06:00;20.07.2024 06:00:15;REAL;False;0.23333333333333334
2024-07-20;85:146:168040-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-07-20 05:54:00;2024-07-20 05:55:04;REAL;;;;False;1.0666666666666667
2024-07-20;85:146:249003-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-07-20 06:12:00;2024-07-20 06:12:02;REAL;20.07.2024 06:15;20.07.2024 06:15:01;REAL;False;0.03333333333333333
2024-07-20;85:146:249172-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-07-20 06:12:00;2024-07-20 06:13:21;REAL;20.07.2024 06:15;20.07.2024 06:15:57;REAL;False;1.35
2024-07-20;85:146:444167-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;43;B;False;False;8507180;Thun, Bahnhof;2024-07-20 06:22:00;2024-07-20 06:22:39;REAL;;;;False;0.65
2024-07-20;85:146:249126-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;12;B;False;False;8507180;Thun, Bahnhof;2024-07-20 06:27:00;2024-07-20 06:27:22;REAL;20.07.2024 06:30;20.07.2024 06:30:25;REAL;False;0.36666666666666664
2024-07-20;85:146:162556-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;38;B;False;False;8507180;Thun, Bahnhof;2024-07-20 06:27:00;2024-07-20 06:27:10;REAL;20.07.2024 06:30;20.07.2024 06:32:31;REAL;False;0.16666666666666666
2024-07-20;85:146:443665-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;20;B;False;False;8507180;Thun, Bahnhof;2024-07-20 06:28:00;2024-07-20 06:28:44;REAL;;;;False;0.7333333333333333
