BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-07-10;85:146:386871-02214-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;31;B;False;False;8507180;Thun, Bahnhof;2024-07-10 05:54:00;2024-07-10 05:55:53;REAL;;;;False;1.8833333333333333
2024-07-10;85:146:417856-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;47;B;False;False;8507180;Thun, Bahnhof;2024-07-10 05:54:00;2024-07-10 05:54:11;REAL;;;;False;0.18333333333333332
2024-07-10;85:146:470563-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-07-10 05:54:00;2024-07-10 05:56:32;REAL;10.07.2024 05:59;10.07.2024 05:59:41;REAL;False;2.533333333333333
2024-07-10;85:146:41889-02214-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-07-10 05:54:00;2024-07-10 05:55:08;REAL;;;;False;1.1333333333333333
2024-07-10;85:146:42621-02214-1;85:146;STI;STI Bus AG;Bus;85:146:43;43;66;B;False;False;8507180;Thun, Bahnhof;2024-07-10 05:54:00;2024-07-10 05:55:18;REAL;;;;False;1.3
2024-07-10;85:146:417918-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;48;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:05:00;2024-07-10 06:05:17;REAL;;;;False;0.2833333333333333
2024-07-10;85:146:417795-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;43;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:15:00;2024-07-10 06:15:44;REAL;;;;False;0.7333333333333333
2024-07-10;85:146:470661-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;18;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:16:00;2024-07-10 06:16:04;REAL;10.07.2024 06:19;10.07.2024 06:19:23;REAL;False;0.06666666666666667
2024-07-10;85:146:470576-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:26:00;2024-07-10 06:26:39;REAL;10.07.2024 06:29;10.07.2024 06:29:23;REAL;False;0.65
2024-07-10;85:146:417316-02214-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;22;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:27:00;2024-07-10 06:27:08;REAL;;;;False;0.13333333333333333
2024-07-10;85:146:41566-02214-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;35;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:27:00;2024-07-10 06:27:10;REAL;;;;False;0.16666666666666666
2024-07-10;85:146:42147-02214-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;48;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:27:00;2024-07-10 06:27:48;REAL;;;;False;0.8
2024-07-10;85:146:470612-02214-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:46:00;2024-07-10 06:47:30;REAL;10.07.2024 06:49;10.07.2024 06:49:38;REAL;False;1.5
2024-07-10;85:146:417922-02214-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;48;B;False;False;8507180;Thun, Bahnhof;2024-07-10 06:55:00;2024-07-10 06:56:00;REAL;;;;False;1.0
