BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-08-24;85:146:168040-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-08-24 05:54:00;2024-08-24 05:54:38;REAL;;;;False;0.6333333333333333
2024-08-24;85:146:248955-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-08-24 05:54:00;2024-08-24 05:54:02;REAL;24.08.2024 06:00;24.08.2024 06:00:21;REAL;False;0.03333333333333333
2024-08-24;85:146:249097-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-24 05:54:00;2024-08-24 05:54:02;REAL;24.08.2024 06:00;24.08.2024 06:00:30;REAL;False;0.03333333333333333
2024-08-24;85:146:444119-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 05:54:00;2024-08-24 05:54:11;REAL;;;;False;0.18333333333333332
2024-08-24;85:146:444167-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;43;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:22:00;2024-08-24 06:24:35;REAL;;;;False;2.5833333333333335
2024-08-24;85:146:162694-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:22:00;2024-08-24 06:22:05;REAL;;;;False;0.08333333333333333
2024-08-24;85:146:162556-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;38;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:27:00;2024-08-24 06:27:08;REAL;24.08.2024 06:30;24.08.2024 06:30:20;REAL;False;0.13333333333333333
2024-08-24;85:146:248899-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:27:00;2024-08-24 06:27:07;REAL;24.08.2024 06:30;24.08.2024 06:30:58;REAL;False;0.11666666666666667
2024-08-24;85:146:443665-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;20;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:28:00;2024-08-24 06:28:29;REAL;;;;False;0.48333333333333334
2024-08-24;85:146:249203-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:42:00;2024-08-24 06:42:15;REAL;24.08.2024 06:45;24.08.2024 06:46:05;REAL;False;0.25
2024-08-24;85:146:162723-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:52:00;2024-08-24 06:53:26;REAL;;;;False;1.4333333333333333
2024-08-24;85:146:444122-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:52:00;2024-08-24 06:55:17;REAL;;;;False;3.283333333333333
2024-08-24;85:146:283257-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;34;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:54:00;2024-08-24 06:55:31;REAL;;;;False;1.5166666666666666
2024-08-24;85:146:224289-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;44;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:57:00;2024-08-24 06:57:22;REAL;24.08.2024 07:00;24.08.2024 07:00:26;REAL;False;0.36666666666666664
2024-08-24;85:146:248928-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;12;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:57:00;2024-08-24 06:57:35;REAL;24.08.2024 07:00;24.08.2024 07:00:34;REAL;False;0.5833333333333334
2024-08-24;85:146:249155-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:57:00;2024-08-24 06:57:01;REAL;24.08.2024 07:00;24.08.2024 07:00:35;REAL;False;0.016666666666666666
2024-08-24;85:146:443825-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;24;B;False;False;8507180;Thun, Bahnhof;2024-08-24 06:58:00;2024-08-24 06:59:27;REAL;;;;False;1.45
2024-08-24;85:146:444091-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;41;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:07:00;2024-08-24 07:07:11;REAL;;;;False;0.18333333333333332
2024-08-24;85:146:249174-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:12:00;2024-08-24 07:12:26;REAL;24.08.2024 07:15;24.08.2024 07:15:55;REAL;False;0.43333333333333335
2024-08-24;85:146:168006-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:14:00;2024-08-24 07:14:02;REAL;;;;False;0.03333333333333333
2024-08-24;85:146:444170-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;43;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:22:00;2024-08-24 07:22:23;REAL;;;;False;0.38333333333333336
2024-08-24;85:146:248957-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:27:00;2024-08-24 07:27:16;REAL;24.08.2024 07:30;24.08.2024 07:31:12;REAL;False;0.26666666666666666
2024-08-24;85:146:249099-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:27:00;2024-08-24 07:28:08;REAL;24.08.2024 07:30;24.08.2024 07:30:15;REAL;False;1.1333333333333333
2024-08-24;85:146:443783-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;23;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:28:00;2024-08-24 07:28:20;REAL;;;;False;0.3333333333333333
2024-08-24;85:146:162677-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;41;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:29:00;2024-08-24 07:29:47;REAL;;;;False;0.7833333333333333
2024-08-24;85:146:444125-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:37:00;2024-08-24 07:38:08;REAL;;;;False;1.1333333333333333
2024-08-24;85:146:443668-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;20;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:43:00;2024-08-24 07:43:59;REAL;;;;False;0.9833333333333333
2024-08-24;85:146:162504-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;32;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:44:00;2024-08-24 07:44:03;REAL;;;;False;0.05
2024-08-24;85:146:444094-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;41;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:52:00;2024-08-24 07:54:51;REAL;;;;False;2.85
2024-08-24;85:146:249128-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;12;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:57:00;2024-08-24 07:58:01;REAL;24.08.2024 08:00;24.08.2024 08:00:42;REAL;False;1.0166666666666666
2024-08-24;85:146:248901-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:57:00;2024-08-24 07:59:38;REAL;24.08.2024 08:00;24.08.2024 08:01:24;REAL;False;2.6333333333333333
2024-08-24;85:146:443695-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;21;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:58:00;2024-08-24 07:59:24;REAL;;;;False;1.4
2024-08-24;85:146:168009-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 07:59:00;2024-08-24 08:00:08;REAL;;;;False;1.1333333333333333
2024-08-24;85:146:224212-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;39;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:12:00;2024-08-24 08:12:53;REAL;24.08.2024 08:15;24.08.2024 08:15:47;REAL;False;0.8833333333333333
2024-08-24;85:146:249007-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:12:00;2024-08-24 08:12:09;REAL;24.08.2024 08:15;24.08.2024 08:16:13;REAL;False;0.15
2024-08-24;85:146:443828-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;24;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:13:00;2024-08-24 08:14:38;REAL;;;;False;1.6333333333333333
2024-08-24;85:146:162679-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;41;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:14:00;2024-08-24 08:14:38;REAL;;;;False;0.6333333333333333
2024-08-24;85:146:444128-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:22:00;2024-08-24 08:22:38;REAL;;;;False;0.6333333333333333
2024-08-24;85:146:249157-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:27:00;2024-08-24 08:29:06;REAL;24.08.2024 08:30;24.08.2024 08:30:36;REAL;False;2.1
2024-08-24;85:146:283260-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;34;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:27:00;2024-08-24 08:28:20;REAL;24.08.2024 08:30;24.08.2024 08:30:42;REAL;False;1.3333333333333333
2024-08-24;85:146:248930-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;12;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:27:00;2024-08-24 08:28:38;REAL;24.08.2024 08:30;24.08.2024 08:31:30;REAL;False;1.6333333333333333
2024-08-24;85:146:327411-02197-1;85:146;STI;STI Bus AG;Bus;85:146:31;31;91;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:27:00;2024-08-24 08:27:09;REAL;;;;False;0.15
2024-08-24;85:146:444097-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;41;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:37:00;2024-08-24 08:38:51;REAL;;;;False;1.85
2024-08-24;85:146:439934-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:42:00;2024-08-24 08:42:29;REAL;24.08.2024 08:45;24.08.2024 08:45:52;REAL;False;0.48333333333333334
2024-08-24;85:146:283294-02197-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;39;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:42:00;2024-08-24 08:42:09;REAL;24.08.2024 08:45;24.08.2024 08:45:50;REAL;False;0.15
2024-08-24;85:146:162702-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:44:00;2024-08-24 08:44:07;REAL;;;;False;0.11666666666666667
2024-08-24;85:146:443929-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;32;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:52:00;2024-08-24 08:52:34;REAL;;;;False;0.5666666666666667
2024-08-24;85:146:454874-02197-1;85:146;STI;STI Bus AG;Bus;85:146:2;2;24;B;False;False;8507180;Thun, Bahnhof;2024-08-24 08:55:00;2024-08-24 08:56:19;REAL;;;;False;1.3166666666666667
