BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-08-29;85:146:386745-02195-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;31;B;False;False;8507180;Thun, Bahnhof;2024-08-29 05:54:00;2024-08-29 05:57:10;REAL;;;;False;3.1666666666666665
2024-08-29;85:146:106067-02195-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-29 05:54:00;2024-08-29 05:55:51;REAL;;;;False;1.85
2024-08-29;85:146:428433-02195-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;26;B;False;False;8507180;Thun, Bahnhof;2024-08-29 05:54:00;2024-08-29 05:54:20;REAL;;;;False;0.3333333333333333
2024-08-29;85:146:429091-02195-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;47;B;False;False;8507180;Thun, Bahnhof;2024-08-29 05:54:00;2024-08-29 05:55:10;REAL;;;;False;1.1666666666666667
2024-08-29;85:146:258646-02195-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-29 05:54:00;2024-08-29 05:54:13;REAL;29.08.2024 05:59;29.08.2024 05:59:43;REAL;False;0.21666666666666667
2024-08-29;85:146:318846-02195-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:06:00;2024-08-29 06:06:30;REAL;29.08.2024 06:09;29.08.2024 06:09:27;REAL;False;0.5
2024-08-29;85:146:258778-02195-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;16;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:06:00;2024-08-29 06:06:26;REAL;29.08.2024 06:09;29.08.2024 06:09:42;REAL;False;0.43333333333333335
2024-08-29;85:146:262003-02195-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;37;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:07:00;2024-08-29 06:07:09;REAL;29.08.2024 06:10;29.08.2024 06:10:00;REAL;False;0.15
2024-08-29;85:146:318878-02195-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;18;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:16:00;2024-08-29 06:16:17;REAL;29.08.2024 06:19;29.08.2024 06:19:17;REAL;False;0.2833333333333333
2024-08-29;85:146:258698-02195-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;13;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:16:00;2024-08-29 06:19:25;REAL;29.08.2024 06:19;29.08.2024 06:19:29;REAL;False;3.4166666666666665
2024-08-29;85:146:386845-02195-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;46;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:24:00;2024-08-29 06:24:44;REAL;;;;False;0.7333333333333333
2024-08-29;85:146:428929-02195-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-08-29 06:25:00;2024-08-29 06:25:12;REAL;;;;False;0.2
