BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-08-02;85:146:409834-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-08-02 05:54:00;2024-08-02 05:54:23;REAL;02.08.2024 05:59;02.08.2024 05:59:26;REAL;False;0.38333333333333336
2024-08-02;85:146:119787-02017-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-02 05:54:00;2024-08-02 05:55:16;REAL;;;;False;1.2666666666666666
2024-08-02;85:146:409975-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:06:00;2024-08-02 06:06:42;REAL;02.08.2024 06:09;02.08.2024 06:09:35;REAL;False;0.7
2024-08-02;85:146:410043-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;18;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:16:00;2024-08-02 06:17:22;REAL;02.08.2024 06:19;02.08.2024 06:20:10;REAL;False;1.3666666666666667
2024-08-02;85:146:409865-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:26:00;2024-08-02 06:27:11;REAL;02.08.2024 06:29;02.08.2024 06:29:38;REAL;False;1.1833333333333333
2024-08-02;85:146:117830-02017-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;35;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:27:00;2024-08-02 06:28:23;REAL;;;;False;1.3833333333333333
2024-08-02;85:146:409998-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;16;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:36:00;2024-08-02 06:36:12;REAL;02.08.2024 06:39;02.08.2024 06:39:30;REAL;False;0.2
2024-08-02;85:146:389591-02017-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;37;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:37:00;2024-08-02 06:37:03;REAL;02.08.2024 06:40;02.08.2024 06:40:47;REAL;False;0.05
2024-08-02;85:146:409946-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:46:00;2024-08-02 06:46:55;REAL;02.08.2024 06:49;02.08.2024 06:49:56;REAL;False;0.9166666666666666
2024-08-02;85:146:410044-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;18;B;False;False;8507180;Thun, Bahnhof;2024-08-02 06:56:00;2024-08-02 06:56:19;REAL;02.08.2024 06:59;02.08.2024 07:00:22;REAL;False;0.31666666666666665
2024-08-02;85:146:409836-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;10;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:06:00;2024-08-02 07:06:18;REAL;02.08.2024 07:09;02.08.2024 07:09:42;REAL;False;0.3
2024-08-02;85:146:119870-02017-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;46;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:12:00;2024-08-02 07:12:14;REAL;;;;False;0.23333333333333334
2024-08-02;85:146:410045-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;18;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:26:00;2024-08-02 07:27:22;REAL;02.08.2024 07:29;02.08.2024 07:30:17;REAL;False;1.3666666666666667
2024-08-02;85:146:172425-02017-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;25;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:27:00;2024-08-02 07:27:31;REAL;;;;False;0.5166666666666667
2024-08-02;85:146:389637-02017-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;44;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:37:00;2024-08-02 07:37:20;REAL;02.08.2024 07:40;02.08.2024 07:41:15;REAL;False;0.3333333333333333
2024-08-02;85:146:409977-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:46:00;2024-08-02 07:46:45;REAL;02.08.2024 07:49;02.08.2024 07:49:42;REAL;False;0.75
2024-08-02;85:146:409948-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:56:00;2024-08-02 07:57:06;REAL;02.08.2024 07:59;02.08.2024 07:59:34;REAL;False;1.1
2024-08-02;85:146:389576-02017-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;33;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:57:00;2024-08-02 07:57:01;REAL;02.08.2024 08:00;02.08.2024 08:00:23;REAL;False;0.016666666666666666
2024-08-02;85:146:237380-02017-1;85:146;STI;STI Bus AG;Bus;85:146:51;51;36;B;False;False;8507180;Thun, Bahnhof;2024-08-02 07:57:00;2024-08-02 07:57:10;REAL;;;;False;0.16666666666666666
2024-08-02;85:146:410023-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;17;B;False;False;8507180;Thun, Bahnhof;2024-08-02 08:06:00;2024-08-02 08:06:03;REAL;02.08.2024 08:09;02.08.2024 08:09:30;REAL;False;0.05
2024-08-02;85:146:410000-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;16;B;False;False;8507180;Thun, Bahnhof;2024-08-02 08:16:00;2024-08-02 08:16:22;REAL;02.08.2024 08:19;02.08.2024 08:20:50;REAL;False;0.36666666666666664
2024-08-02;85:146:118335-02017-1;85:146;STI;STI Bus AG;Bus;85:146:25;25;65;B;False;False;8507180;Thun, Bahnhof;2024-08-02 08:24:00;2024-08-02 08:24:22;REAL;;;;False;0.36666666666666664
2024-08-02;85:146:409978-02017-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-02 08:26:00;2024-08-02 08:26:33;REAL;02.08.2024 08:29;02.08.2024 08:29:35;REAL;False;0.55
2024-08-02;85:146:118395-02017-1;85:146;STI;STI Bus AG;Bus;85:146:33;33;71;B;False;False;8507180;Thun, Bahnhof;2024-08-02 08:27:00;2024-08-02 08:27:57;REAL;;;;False;0.95
