BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-08-17;85:146:168040-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-08-17 05:54:00;2024-08-17 05:55:52;REAL;;;;False;1.8666666666666667
2024-08-17;85:146:443736-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;22;B;False;False;8507180;Thun, Bahnhof;2024-08-17 05:54:00;2024-08-17 05:54:08;REAL;;;;False;0.13333333333333333
2024-08-17;85:146:444167-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;43;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:22:00;2024-08-17 06:23:07;REAL;;;;False;1.1166666666666667
2024-08-17;85:146:162694-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;42;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:22:00;2024-08-17 06:22:47;REAL;;;;False;0.7833333333333333
2024-08-17;85:146:248899-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:27:00;2024-08-17 06:27:20;REAL;17.08.2024 06:30;17.08.2024 06:30:16;REAL;False;0.3333333333333333
2024-08-17;85:146:443665-02197-1;85:146;STI;STI Bus AG;Bus;85:146:5;5;20;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:28:00;2024-08-17 06:28:55;REAL;;;;False;0.9166666666666666
2024-08-17;85:146:249203-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:42:00;2024-08-17 06:42:06;REAL;17.08.2024 06:45;17.08.2024 06:45:44;REAL;False;0.1
2024-08-17;85:146:248974-02197-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:42:00;2024-08-17 06:42:57;REAL;17.08.2024 06:45;17.08.2024 06:45:39;REAL;False;0.95
2024-08-17;85:146:444122-02197-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;42;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:52:00;2024-08-17 06:53:56;REAL;;;;False;1.9333333333333333
2024-08-17;85:146:162723-02197-1;85:146;STI;STI Bus AG;Bus;85:146:6;6;43;B;False;False;8507180;Thun, Bahnhof;2024-08-17 06:52:00;2024-08-17 06:54:05;REAL;;;;False;2.0833333333333335
