BETRIEBSTAG;FAHRT_BEZEICHNER;BETREIBER_ID;BETREIBER_ABK;BETREIBER_NAME;PRODUKT_ID;LINIEN_ID;LINIEN_TEXT;UMLAUF_ID;VERKEHRSMITTEL_TEXT;ZUSATZFAHRT_TF;FAELLT_AUS_TF;BPUIC;HALTESTELLEN_NAME;ANKUNFTSZEIT;AN_PROGNOSE;AN_PROGNOSE_STATUS;ABFAHRTSZEIT;AB_PROGNOSE;AB_PROGNOSE_STATUS;DURCHFAHRT_TF;AN_VERSPAETUNG_MIN
2024-08-06;85:146:313348-02015-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;28;B;False;False;8507180;Thun, Bahnhof;2024-08-06 05:54:00;2024-08-06 05:54:36;REAL;;;;False;0.6
2024-08-06;85:146:454273-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-06 05:54:00;2024-08-06 05:54:55;REAL;06.08.2024 05:59;06.08.2024 05:59:33;REAL;False;0.9166666666666666
2024-08-06;85:146:470629-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;15;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:06:00;2024-08-06 06:06:23;REAL;06.08.2024 06:09;06.08.2024 06:10:17;REAL;False;0.38333333333333336
2024-08-06;85:146:454329-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;16;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:06:00;2024-08-06 06:06:13;REAL;06.08.2024 06:09;06.08.2024 06:09:20;REAL;False;0.21666666666666667
2024-08-06;85:146:386949-02015-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;44;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:07:00;2024-08-06 06:07:08;REAL;06.08.2024 06:10;06.08.2024 06:11:16;REAL;False;0.13333333333333333
2024-08-06;85:146:470661-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;18;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:16:00;2024-08-06 06:16:19;REAL;06.08.2024 06:19;06.08.2024 06:19:24;REAL;False;0.31666666666666665
2024-08-06;85:146:386973-02015-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;46;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:24:00;2024-08-06 06:24:44;REAL;;;;False;0.7333333333333333
2024-08-06;85:146:470576-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;11;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:26:00;2024-08-06 06:27:05;REAL;06.08.2024 06:29;06.08.2024 06:29:48;REAL;False;1.0833333333333333
2024-08-06;85:146:313466-02015-1;85:146;STI;STI Bus AG;Bus;85:146:55;55;38;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:27:00;2024-08-06 06:27:05;REAL;;;;False;0.08333333333333333
2024-08-06;85:146:41566-02015-1;85:146;STI;STI Bus AG;Bus;85:146:50;50;35;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:27:00;2024-08-06 06:28:46;REAL;;;;False;1.7666666666666666
2024-08-06;85:146:470640-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;16;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:36:00;2024-08-06 06:36:19;REAL;06.08.2024 06:39;06.08.2024 06:39:07;REAL;False;0.31666666666666665
2024-08-06;85:146:417860-02015-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;47;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:45:00;2024-08-06 06:45:23;REAL;;;;False;0.38333333333333336
2024-08-06;85:146:470612-02015-1;85:146;STI;STI Bus AG;Bus;85:146:1;1;14;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:46:00;2024-08-06 06:46:22;REAL;06.08.2024 06:49;06.08.2024 06:49:18;REAL;False;0.36666666666666664
2024-08-06;85:146:386931-02015-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;40;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:47:00;2024-08-06 06:47:12;REAL;06.08.2024 06:50;06.08.2024 06:50:33;REAL;False;0.2
2024-08-06;85:146:42624-02015-1;85:146;STI;STI Bus AG;Bus;85:146:25;25;66;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:54:00;2024-08-06 06:54:33;REAL;;;;False;0.55
2024-08-06;85:146:386886-02015-1;85:146;STI;STI Bus AG;Bus;85:146:3;3;33;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:54:00;2024-08-06 06:54:52;REAL;;;;False;0.8666666666666667
2024-08-06;85:146:346881-02015-1;85:146;STI;STI Bus AG;Bus;85:146:2;2;25;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:55:00;2024-08-06 06:55:23;REAL;;;;False;0.38333333333333336
2024-08-06;85:146:417922-02015-1;85:146;STI;STI Bus AG;Bus;85:146:4;4;48;B;False;False;8507180;Thun, Bahnhof;2024-08-06 06:55:00;2024-08-06 06:55:10;REAL;;;;False;0.16666666666666666
